Urls,Alive,Result Code,Result Text,Socket Error
airehealthcovidcare.com,Yes,200,OK,
covidsafedentistry.net,Yes,200,OK,
prepareforcoronavirus.com,Yes,200,OK,
coronavirusvaccine.news,Yes,200,OK,
coronacarers.org,Yes,200,OK,
coronavirusprep.club,Yes,200,OK,
coronavirus-skandal.info,Yes,200,OK,
coronamvirus.com,Yes,200,OK,
love-in-the-time-of-covid.com,Yes,200,OK,
coronadaddy.com,Yes,200,OK,
besafefromcoronavirus.com,Yes,200,OK,
coronavirusgrant.net,Yes,200,OK,
corona-crises.info,Yes,200,OK,
coronafallout.info,Yes,200,OK,
isurvivedthecoronaviruspandemic.com,Yes,200,OK,
coronavirusvenezuela.com,Yes,200,OK,
verliesinkomstencorona.com,Yes,200,OK,
corona-virus-hilfe.de,Yes,200,OK,
covidfoundation.info,Yes,200,OK,
covid19monitor.com,Yes,200,OK,
getcoronapill.com,Yes,200,OK,
suntrustbankcovid-19.com,Yes,200,OK,
coronahilfen-unternehmen.de,Yes,200,OK,
corona-virus-india.online,Yes,200,OK,
kerencorona.co.il,Yes,200,OK,
covid19vaccine.org,Yes,200,OK,
coronavirusireland.info,Yes,200,OK,
coronavirusarkansas.com,Yes,200,OK,
coronavirushealthclinic.com,Yes,200,OK,
coronavirussafetykit.us,Yes,200,OK,
solusiviruscorona.com,Yes,200,OK,
quarantineconnect.ca,Yes,200,OK,
covid19free.eu,Yes,200,OK,
sarscov2.de,Yes,200,OK,
testingcovids19.com,Yes,200,OK,
quarantine-clubbing.com,Yes,200,OK,
coronajam.games,Yes,200,OK,
coronavirusmedications.com,Yes,200,OK,
covid-test.it,Yes,200,OK,
coronan95mask.com,Yes,200,OK,
coviddeathcalculator.com,Yes,200,OK,
coronabunny.net,Yes,200,OK,
coronavirusnjschools.com,Yes,200,OK,
covid19travelupdates.com,Yes,200,OK,
coronawithalyme.info,Yes,200,OK,
coronacommunityofcaring.com,Yes,200,OK,
coronageneration.co.uk,Yes,200,OK,
coronauprising.com,Yes,200,OK,
coronalaboratories.com,Yes,200,OK,
cartascorona.com,Yes,200,OK,
covid.university,Yes,200,OK,
coronovirus-symptoms.com,Yes,200,OK,
stopcorona.store,Yes,200,OK,
covidrelief4you.com,Yes,200,OK,
tellacoronavirusstory.com,Yes,200,OK,
coronavirusteledoctor.com,Yes,200,OK,
covid19internationalinfectionreports.org,Yes,200,OK,
covid19insuranceclaim.com,Yes,200,OK,
anticoronaherbals.com,Yes,200,OK,
coronacanada.com,Yes,200,OK,
coronastatistiken.de,Yes,200,OK,
txcovid19.com,Yes,200,OK,
malicoronavirus.com,Yes,200,OK,
coronaviruscleaningsolution.com,Yes,200,OK,
anticorona.life,Yes,200,OK,
covidcrew.org,Yes,200,OK,
caronaviruscbd.com,Yes,200,OK,
coronafonds.com,Yes,200,OK,
covidbusinessinteruption.com,Yes,200,OK,
koronawykres.pl,Yes,200,OK,
elcoronavirus.net,Yes,200,OK,
thecoronavirus.es,Yes,200,OK,
covida20.net,Yes,200,OK,
covid19bunker.com,Yes,200,OK,
homecoronatest.com,Yes,200,OK,
coronaconnections.com,Yes,200,OK,
covid19refund.ca,Yes,200,OK,
fightcorona.com,Yes,200,OK,
covid19eesti.ee,Yes,200,OK,
coronabugs.com,Yes,200,OK,
wuhancovid19.com,Yes,200,OK,
coronalegality.com,Yes,200,OK,
covid-guide.health,Yes,200,OK,
coronaloss.com,Yes,200,OK,
covid.li,Yes,200,OK,
corona-affected.com,Yes,200,OK,
statesborocovidchat.com,Yes,200,OK,
xn--corona-frderung-gtb.de,Yes,200,OK,
quarantinekings.com,Yes,200,OK,
coronacure.co,Yes,200,OK,
quarantivities.com,Yes,200,OK,
remembercovid.com,Yes,200,OK,
corona-covid.de,Yes,200,OK,
world-coronavirus.com,Yes,200,OK,
isurvivedcovid19.es,Yes,200,OK,
covidleveranse.no,Yes,200,OK,
humanofquarantine.com,Yes,200,OK,
mycoronakit.net,Yes,200,OK,
coronavirusnear.me,Yes,200,OK,
trotz-corona.ch,Yes,200,OK,
endofcoronavirus.com,Yes,200,OK,
coronaviruscleveland.com,Yes,200,OK,
minneapoliscoronavirus.com,Yes,200,OK,
coronadocounselingca.com,Yes,200,OK,
coronavirushield.com,Yes,200,OK,
covidprotect.uk,Yes,200,OK,
coronainseattle.com,Yes,200,OK,
covidd.net,Yes,200,OK,
covidfunds.info,Yes,200,OK,
covidseguro.org,Yes,200,OK,
coronanewsnetwork.com,Yes,200,OK,
fightcoronavirus19.com,Yes,200,OK,
covid-19answersnow.com,Yes,200,OK,
covid-19-cooking.com,Yes,200,OK,
e-coronas.com,Yes,200,OK,
electionwarzcoronavirus.com,Yes,200,OK,
covid-19expert.com,Yes,200,OK,
koronawirusmapa.pl,Yes,200,OK,
eliminarecoronavirus.com,Yes,200,OK,
coronaverzekering.com,Yes,200,OK,
sickerthancorona.com,Yes,200,OK,
koronavirusunedir.net,Yes,200,OK,
mycoronavirustest.com,Yes,200,OK,
coronavirusyoga.com,Yes,200,OK,
coronayouth.com,Yes,200,OK,
coronavirustestkit.ch,Yes,200,OK,
koronawirus-informacje.pl,Yes,200,OK,
coronaviruscleaner.net,Yes,200,OK,
corona-server.pl,Yes,200,OK,
indianapoliscoronavirus.com,Yes,200,OK,
coronavirus-rx.com,Yes,200,OK,
vicarana.yoga,Yes,200,OK,
viruscorona.store,Yes,200,OK,
coronaheals.com,Yes,200,OK,
coronamused.com,Yes,200,OK,
coronavirusattorney.directory,Yes,200,OK,
moosburg-corona.info,Yes,200,OK,
luchacoronavirus.net,Yes,200,OK,
coronvirusmask.com,Yes,200,OK,
newcoronavirus.org,Yes,200,OK,
covid19-stop.com,Yes,200,OK,
quarantine-usa.com,Yes,200,OK,
ohiocorona.com,Yes,200,OK,
thecoronavirusmap.com,Yes,200,OK,
covidlemonade.com,Yes,200,OK,
coronagig.live,Yes,200,OK,
covidcash.com,Yes,200,OK,
coronavirusamerica.com,Yes,200,OK,
covidnearme.co,Yes,200,OK,
coronavirusecure.com,Yes,200,OK,
coronavirusquiz.com,Yes,200,OK,
coronatreatment.center,Yes,200,OK,
wuhanonline.org,Yes,200,OK,
covidtents.com,Yes,200,OK,
beatcovid19.nyc,Yes,200,OK,
corona-fit.com,Yes,200,OK,
combat-corona.com,Yes,200,OK,
covid19near.me,Yes,200,OK,
denverquarantine.com,Yes,200,OK,
coronapolitics.com,Yes,200,OK,
tvcoronavirus.com,Yes,200,OK,
coronaclaimco.com,Yes,200,OK,
happycoronaending.com,Yes,200,OK,
covid2.com,Yes,200,OK,
covidaid.net,Yes,200,OK,
coronavirusmapping.com,Yes,200,OK,
coronavirustogether.com,Yes,200,OK,
nederlandcoronavrij.nl,Yes,200,OK,
econsultcovid19.info,Yes,200,OK,
covidcountdown.com,Yes,200,OK,
coronacademy.com,Yes,200,OK,
covidtestingcenters.com,Yes,200,OK,
germanycoronavirus.com,Yes,200,OK,
coronavirusairpurifier.com,Yes,200,OK,
coronaantivirus.world,Yes,200,OK,
covid19vaccine.website,Yes,200,OK,
coronavirusliability.com,Yes,200,OK,
caronaride.com,Yes,200,OK,
coronasymptoms.net,Yes,200,OK,
covid19-forum.fr,Yes,200,OK,
uvacoronavirus.eu,Yes,200,OK,
coronavirussaga.com,Yes,200,OK,
countercovid.net,Yes,200,OK,
covid-19-truth.co.uk,Yes,200,OK,
coronavirushilfe.at,Yes,200,OK,
coronavirustestfinders.net,Yes,200,OK,
coronacoachellaparty.com,Yes,200,OK,
survivecovid.com,Yes,200,OK,
coronacuresong.org,Yes,200,OK,
covid-19checker.co.uk,Yes,200,OK,
odszkodowania-covid19.pl,Yes,200,OK,
corona-frei.com,Yes,200,OK,
coronasyrup.com,Yes,200,OK,
corona-notfallkarte.com,Yes,200,OK,
quarantoning.com,Yes,200,OK,
coronavirusillness.com,Yes,200,OK,
coronavirus-online.info,Yes,200,OK,
coronavirusrapidtest.co.uk,Yes,200,OK,
koronawirus.site,Yes,200,OK,
coronavirusfacemask.co,Yes,200,OK,
n95coronavirusmaskfrance.com,Yes,200,OK,
covidconsumerinsight.org,Yes,200,OK,
coronacart.space,Yes,200,OK,
coronawatch247.com,Yes,200,OK,
dataversuscorona.nl,Yes,200,OK,
covid19texas.com,Yes,200,OK,
covidpcsupport.com,Yes,200,OK,
projectcovideo19.com,Yes,200,OK,
coronavirusfreshstart.com,Yes,200,OK,
corona-schaden.com,Yes,200,OK,
quarantine-convention.com,Yes,200,OK,
worldaftercorona.org,Yes,200,OK,
coronarepair.com,Yes,200,OK,
covidtestkit.it,Yes,200,OK,
quarantinecouture.com,Yes,200,OK,
covid19scout.com,Yes,200,OK,
coronavirusresponsefund.com,Yes,200,OK,
corona-contest.com,Yes,200,OK,
thecovidcopingcourse.com,Yes,200,OK,
coronamu.net,Yes,200,OK,
covid19mask.net,Yes,200,OK,
covid-19handwasher.com,Yes,200,OK,
corona-news.online,Yes,200,OK,
quarantinefantasies.com,Yes,200,OK,
quarantinematch.com,Yes,200,OK,
idonthavethecoronavirus.com,Yes,200,OK,
covid-19.ir,Yes,200,OK,
corona-deutschland.info,Yes,200,OK,
coronaviruslex.com,Yes,200,OK,
testcovid19.health,Yes,200,OK,
coronanxious.com,Yes,200,OK,
covid19hygiene.co.za,Yes,200,OK,
infocoronavirus.de,Yes,200,OK,
corona-glas.de,Yes,200,OK,
coronagunlukleri.com,Yes,200,OK,
coronavirus.social,Yes,200,OK,
decoronavirus.com,Yes,200,OK,
covid19guides.com,Yes,200,OK,
rhodeislandcoronavirus.com,Yes,200,OK,
coronavirusdiaries.com,Yes,200,OK,
covid19cure.store,Yes,200,OK,
coronatestkit.es,Yes,200,OK,
coronaboston2020.com,Yes,200,OK,
corona-virus.com.uy,Yes,200,OK,
corona-test-center.com,Yes,200,OK,
v-covid-19.com,Yes,200,OK,
coronavirus2020.biz,Yes,200,OK,
coronavirusmadrid.es,Yes,200,OK,
covid19telescreen.org,Yes,200,OK,
thecoronavirusdisease.com,Yes,200,OK,
quarantinemarketing.com,Yes,200,OK,
masques-coronavirus.online,Yes,200,OK,
covid19removal.com,Yes,200,OK,
coronanewsfeeds.com,Yes,200,OK,
wincovid.com,Yes,200,OK,
covid19heros.net,Yes,200,OK,
coronaviruscolorado.com,Yes,200,OK,
coronavirus.org.mx,Yes,200,OK,
covid-20.cz,Yes,200,OK,
camglencovid.org,Yes,200,OK,
covid19eng.com,Yes,200,OK,
teamcoronaid.com,Yes,200,OK,
coronaherb.com,Yes,200,OK,
mindlesscovid.com,Yes,200,OK,
sarscov2-odszkodowanie.pl,Yes,200,OK,
coronavirusprotection.com.pl,Yes,200,OK,
coronavirus2020.it,Yes,200,OK,
ilcovidhelpfund.org,Yes,200,OK,
kidcoronavirustips.com,Yes,200,OK,
covidiot.com.au,Yes,200,OK,
quarantinedartists.com,Yes,200,OK,
makeacoronamask.com,Yes,200,OK,
covid19alert.me,Yes,200,OK,
koronawiruspolska.online,Yes,200,OK,
coronavirussolanocounty.com,Yes,200,OK,
corona-investment.de,Yes,200,OK,
symptomsofcovid-19.com,Yes,200,OK,
coronavirusforgyms.com,Yes,200,OK,
coronavirusvote.com,Yes,200,OK,
covidnepal.com,Yes,200,OK,
fuckcoronavirus.org,Yes,200,OK,
coronavirussouthamerica.com,Yes,200,OK,
uscoronavirusmap.com,Yes,200,OK,
wuhan-virus.co,Yes,200,OK,
truecorona.org,Yes,200,OK,
sarscov2.top,Yes,200,OK,
coronamassnahmen.com,Yes,200,OK,
covid19va.com,Yes,200,OK,
coronafacemask.uk,Yes,200,OK,
corona-doc.com,Yes,200,OK,
escapecoronavirus.net,Yes,200,OK,
covidvillains.com,Yes,200,OK,
coronabrightside.com,Yes,200,OK,
nationcovidtesting.com,Yes,200,OK,
covidsupplyconnection.com,Yes,200,OK,
testsforcorona.com,Yes,200,OK,
covid-19naturalcure.com,Yes,200,OK,
howtosurvivecovid19.com,Yes,200,OK,
loveinthetimeofcoronav.co,Yes,200,OK,
covidandcalm.com,Yes,200,OK,
coronavirusfix.com,Yes,200,OK,
cornyncovid.com,Yes,200,OK,
gothcorona.com,Yes,200,OK,
decoronafier.com,Yes,200,OK,
coronaprotirodh.org,Yes,200,OK,
wuhancoronavirussummit.org,Yes,200,OK,
corona-cure.site,Yes,200,OK,
shanghaidaowuhan.com,Yes,200,OK,
covid19newjersey.com,Yes,200,OK,
coronavirus19.online,Yes,200,OK,
coronavirusprotection101.com,Yes,200,OK,
findcovidteting.com,Yes,200,OK,
corona-schutzwand.net,Yes,200,OK,
sarscov2kit.com,Yes,200,OK,
coronavirus.love,Yes,200,OK,
outbreakcovid19.com,Yes,200,OK,
coronavirusqa.com,Yes,200,She'll be apples,
jobsgegencorona.org,Yes,200,OK,
thecorona-virus.com,Yes,200,OK,
covidforfuture.org,Yes,200,OK,
covid-diecinueve.com,Yes,200,OK,
45-16-104-st-corona.com,Yes,200,OK,
whatiscoranavirus.com,Yes,200,OK,
retocoronavirus.info,Yes,200,OK,
corona-alert.nl,Yes,200,OK,
covid-19selftest.co.uk,Yes,200,OK,
covidfefe.com,Yes,200,OK,
covid-19.stream,Yes,200,OK,
coronaviruscleaners.co.uk,Yes,200,OK,
koronavirus.com,Yes,200,OK,
soberinthetimeofcorona.com,Yes,200,OK,
chinawuhanvirus.world,Yes,200,OK,
covidservices.com,Yes,200,OK,
coronaina.com,Yes,200,OK,
covidmedicalcare.com,Yes,200,OK,
facemaskcoronavirus.com,Yes,200,OK,
liveaidcorona.de,Yes,200,OK,
virus-covid19.su,Yes,200,OK,
beatcovid19.info,Yes,200,OK,
infocovid19.com,Yes,200,OK,
koronaviras.com,Yes,200,OK,
coronavirusitalia.blog,Yes,200,OK,
corona-analysis.com,Yes,200,OK,
covid19virusfacts.com,Yes,200,OK,
coronaviruspalmbeach.com,Yes,200,OK,
coronavirustestnearme.com,Yes,200,OK,
covidlawyers.com,Yes,200,OK,
overhetcoronavirus.nl,Yes,200,OK,
fuckyoucoronavirus.org,Yes,200,OK,
coronavirusitalia.info,Yes,200,OK,
liveinthetimeofcoronavirus.com,Yes,200,OK,
wuhancovid-19cure.com,Yes,200,OK,
coronavirussurvivors.org,Yes,200,OK,
covidprotected.com,Yes,200,OK,
coronaselloff.com,Yes,200,OK,
coviddentalhelp.com,Yes,200,OK,
luftambulanse-covid19.no,Yes,200,OK,
corona-dating.com,Yes,200,OK,
coronavirusangel.it,Yes,200,OK,
gocoronavirustest.com,Yes,200,OK,
coronanonprofit.com,Yes,200,OK,
coronaviralmask.com,Yes,200,OK,
coallitioncovid.org,Yes,200,OK,
coronavirusmedication.com,Yes,200,OK,
koronavirusu.org,Yes,200,OK,
coronatainment.com,Yes,200,OK,
byebyecorona.org,Yes,200,OK,
corona-office.net,Yes,200,OK,
coronavirusforecast.com,Yes,200,OK,
coronalord.fun,Yes,200,OK,
coronabeervirus.com,Yes,200,OK,
coronavirussatan.com,Yes,200,OK,
covid19ideas.org,Yes,200,OK,
coronacompensation.net,Yes,200,OK,
corona-patient.com,Yes,200,OK,
nationalcoronoavirusclaims.com,Yes,200,OK,
coronatalk.com,Yes,200,OK,
nutritiontopreventcoronavirus.com,Yes,200,OK,
quarantinafitness.info,Yes,200,OK,
covidcover.co.uk,Yes,200,OK,
quickhealcoronavirus.com,Yes,200,OK,
coronavirusinservice.com,Yes,200,OK,
thequarantinebuddy.com,Yes,200,OK,
covidual.com,Yes,200,OK,
coronavirus617.com,Yes,200,OK,
covid.sale,Yes,200,OK,
covid19info.org,Yes,200,OK,
czykoronawirusjestwpolsce.pl,Yes,200,OK,
covid19michigan.org,Yes,200,OK,
corona-sachsen.info,Yes,200,OK,
coronaquarantines.com,Yes,200,OK,
stopcoronavirusworkremotely.com,Yes,200,OK,
covidco.info,Yes,200,OK,
coronavirusupdates.co.ke,Yes,200,OK,
coronavirus.com.de,Yes,200,OK,
covid-19-services.co.uk,Yes,200,OK,
coronahulpapeldoorn.nl,Yes,200,OK,
doordiecorona.net,Yes,200,OK,
coronavirusvideovault.com,Yes,200,OK,
covid19resource.com,Yes,200,OK,
doestrumphavethecoronavirusyet.com,Yes,200,OK,
followcorona.com,Yes,200,OK,
covid19.email,Yes,200,OK,
fcovid19.com,Yes,200,OK,
covidyou.com,Yes,200,OK,
coronatrades.com,Yes,200,OK,
thecoronapage.com,Yes,200,OK,
coronavirusindia.com,Yes,200,OK,
covidconspiracies.com,Yes,200,OK,
consultantincornavirus.com,Yes,200,OK,
coronationrec.com,Yes,200,OK,
howtobeatcorona.com,Yes,200,OK,
drugcorona.com,Yes,200,OK,
coronavirusexplained.ca,Yes,200,OK,
no-covid.org.ua,Yes,200,OK,
about-coronavirus.info,Yes,200,OK,
coronavirusnews.ir,Yes,200,OK,
coronariot.com,Yes,200,OK,
atemschutz-coronavirus.ch,Yes,200,OK,
covidmetric.info,Yes,200,OK,
corona-t.club,Yes,200,OK,
coronacountrymap.com,Yes,200,OK,
corona19epichouseparty.com,Yes,200,OK,
willidieofcaronavirus.com,Yes,200,OK,
coronavirusmap.app,Yes,200,OK,
corona-sd.info,Yes,200,OK,
quarantinafornia.com,Yes,200,OK,
coronavirus-testkit.site,Yes,200,OK,
claimcoronasickpay.co.uk,Yes,200,OK,
coronasafetytraining.org,Yes,200,OK,
coronabirthday.com,Yes,200,OK,
coronovirus.online,Yes,200,OK,
covid19schoolclosures.com,Yes,200,OK,
xcovid-19.com,Yes,200,OK,
covid19.jp,Yes,200,OK,
covidinfo.live,Yes,200,OK,
covidcoeds.com,Yes,200,OK,
covid19virus.site,Yes,200,OK,
coronavirus-covid-19.blog,Yes,200,OK,
corrona.eu,Yes,200,OK,
coronavirusdata.me,Yes,200,OK,
covidbtc.com,Yes,200,OK,
mysymptomscoronavirus.com,Yes,200,OK,
coronaistanbul.com,Yes,200,OK,
coronadeath2019.com,Yes,200,OK,
coronaviruscompleteguide.com,Yes,200,OK,
stoppingcoronavirusnow.com,Yes,200,OK,
covid19hazmatsuit.com,Yes,200,OK,
coronaspreadtest.com,Yes,200,OK,
legalcoronavirus.it,Yes,200,OK,
covid19legale.it,Yes,200,OK,
covidog.com,Yes,200,OK,
egyptcoronavirus.com,Yes,200,OK,
covid19vacines.com,Yes,200,OK,
covidfume.com,Yes,200,OK,
corona-insolvenz.com,Yes,200,OK,
frenaelcoronavirus.com,Yes,200,OK,
coronavirus-testkit.com,Yes,200,OK,
mapakoronaviru.cz,Yes,200,OK,
covidlabs.org,Yes,200,OK,
covid19-lawsuits.com,Yes,200,OK,
we-survived-corona.com,Yes,200,OK,
covid19plans.com,Yes,200,OK,
mycovid-19test.net,Yes,200,OK,
covid19rapidtestkit.info,Yes,200,OK,
covid20antiviral.com,Yes,200,OK,
coronavirusfire.com,Yes,200,OK,
whatcoronavirus.net,Yes,200,OK,
coronavirus.com.py,Yes,200,OK,
cov-20.com,Yes,200,OK,
covidnepal.net,Yes,200,OK,
endcoronaviruses.com,Yes,200,OK,
covidhelp4you.org,Yes,200,OK,
ictcovid19.org,Yes,200,OK,
coronavirushandgel.com,Yes,200,OK,
covid19diary.com,Yes,200,OK,
coronavirus-spray.com,Yes,200,OK,
communityquarantine.com,Yes,200,OK,
covidecleanse.com,Yes,200,OK,
coronavirusnaturalimmunity.com,Yes,200,OK,
sars-covid-2.at,Yes,200,OK,
coronaviruspandemie.de,Yes,200,OK,
coronanotfall.de,Yes,200,OK,
coronamist.com,Yes,200,OK,
coronavirusoutbreak.world,Yes,200,OK,
covid19-serology.org,Yes,200,OK,
coronacon2020.com,Yes,200,OK,
coronavirushero.co.uk,Yes,200,OK,
corona-mu.net,Yes,200,OK,
coronabonos.org,Yes,200,OK,
corona-covid19screen.com,Yes,200,OK,
coronavirus-sa.net,Yes,200,OK,
coronaviruswire.com,Yes,200,OK,
corona-tonic.com,Yes,200,OK,
covidtreament.com,Yes,200,OK,
coronaclaimservices.co.uk,Yes,200,OK,
covid19cure.health,Yes,200,OK,
alertsforcoronavirus.com,Yes,200,OK,
tuentinquarantine.com,Yes,200,OK,
coronacore.com,Yes,200,OK,
covid-19.racing,Yes,200,OK,
covid19masks.today,Yes,200,OK,
coronavirusclarksville.com,Yes,200,OK,
coronavirus.ch,Yes,200,OK,
coronadebtlawyer.com,Yes,200,OK,
simcovid.net,Yes,200,OK,
signsofcoronavirus.com,Yes,200,OK,
fuckcoronavirus.online,Yes,200,OK,
covid.rip,Yes,200,OK,
coronavirusbeijing.com,Yes,200,OK,
corona-attorney.com,Yes,200,OK,
iraqcoronavirus.com,Yes,200,OK,
covid19classactionlawsuit.com,Yes,200,OK,
coronavirus-masque.fr,Yes,200,OK,
coronavirusuv.com,Yes,200,OK,
caronastor.site,Yes,200,OK,
coronavirusventilators.co.uk,Yes,200,OK,
xn--tgliche-corona-updates-04b.de,Yes,200,OK,
corona-desinfection.shop,Yes,200,OK,
coronavirusconcert.com,Yes,200,OK,
howtostopcorona.com,Yes,200,OK,
coronavirushappyending.com,Yes,200,OK,
cvid19.org,Yes,200,OK,
covidrecovery.info,Yes,200,OK,
covid19selftestkit.com,Yes,200,OK,
coronadiploma.com,Yes,200,OK,
coronasalud.com,Yes,200,OK,
productoscovid.com,Yes,200,OK,
quarantinecollaboration.world,Yes,200,OK,
coronavirusstickingplaster.co.kr,Yes,200,OK,
coronafinisher.com,Yes,200,OK,
karunafightscorona.net,Yes,200,OK,
worldcoronaday.com,Yes,200,OK,
szepieniakoronawirus.shop,Yes,200,OK,
teletrabajocoronavirus.es,Yes,200,OK,
coronavirussystems.com,Yes,200,OK,
koronavirusmaskesi.xyz,Yes,200,OK,
coronaantivirus.it,Yes,200,OK,
ihavecoronavirus.co.uk,Yes,200,OK,
covid19clean.co.uk,Yes,200,OK,
vereintgegencorona.com,Yes,200,OK,
covidpurse.com,Yes,200,OK,
howmanypeoplewilldiefromcoronavirus.com,Yes,200,OK,
isurvivedcovid2020.com,Yes,200,OK,
corona-diagnostic.com,Yes,200,OK,
hybridcoronastrain.com,Yes,200,OK,
ithinkihavecorona.com,Yes,200,OK,
covidfaceshield.com,Yes,200,OK,
coronavirus-assistance.com,Yes,200,OK,
coronavirus-baseball.com,Yes,200,OK,
corona-culture-world.eu,Yes,200,OK,
coronoa-virus.com,Yes,200,OK,
coronadata.live,Yes,200,OK,
coronavirus-support-group.co.uk,Yes,200,OK,
coronaviruslawsuits.info,Yes,200,OK,
corona-latest.com,Yes,200,OK,
coronavirusloan.loans,Yes,200,OK,
covid19leadership.com,Yes,200,OK,
coronascreening.de,Yes,200,OK,
coronaviruscruiseinsurance.com,Yes,200,OK,
coronavirusrelief.co.uk,Yes,200,OK,
instacorona.org,Yes,200,OK,
coronacure.pw,Yes,200,OK,
coronadiary.co.uk,Yes,200,OK,
ncov-2019.xyz,Yes,200,OK,
coronaprotectionmask.co.uk,Yes,200,OK,
gocoronago.org,Yes,200,OK,
covidnotes.com,Yes,200,OK,
coronamaps.live,Yes,200,OK,
coronaaftermath.com,Yes,200,OK,
covid-19-lawsuit.com,Yes,200,OK,
coronacheckout.com,Yes,200,OK,
mycoronadiary.online,Yes,200,OK,
coronavirusrome.com,Yes,200,OK,
covid-19-mkb.shop,Yes,200,OK,
coronavirus2020.org,Yes,200,OK,
learnaboutcovid19.info,Yes,200,OK,
gettoknowcoronavirus.com,Yes,200,OK,
koronavirus-online.info,Yes,200,OK,
covid19ino.com,Yes,200,OK,
getcoronavirustreatment.com,Yes,200,OK,
coronalysis.com,Yes,200,OK,
buscorona.com,Yes,200,OK,
covidmemorials.org,Yes,200,OK,
quarantineassistance.net,Yes,200,OK,
anticoronaviruz.com,Yes,200,OK,
coronaknockout.com,Yes,200,OK,
novelcoronavirusinformation.org,Yes,200,OK,
quarantinelearnathome.net,Yes,200,OK,
coronavirus-ratgeber.de,Yes,200,OK,
coronapocolypse.com,Yes,200,OK,
coronahomecompanion.com,Yes,200,OK,
covid19map.com,Yes,200,OK,
covid19ch.art,Yes,200,OK,
vacunadecovid.com,Yes,200,OK,
posicovidity.com,Yes,200,OK,
covid-chat.net,Yes,200,OK,
coronavsmask.com,Yes,200,OK,
papeleocoronavirus.es,Yes,200,OK,
coronaviruscovid-19.fr,Yes,200,OK,
covid-data.info,Yes,200,OK,
health4corona.com,Yes,200,OK,
covidathome.nl,Yes,200,OK,
factsnotfearcorona.com,Yes,200,OK,
covid-19nyc.com,Yes,200,OK,
club-corona.com,Yes,200,OK,
covid9teen.com,Yes,200,OK,
stopcoronavirus.solutions,Yes,200,OK,
gocleanforcovid.com,Yes,200,OK,
coronatonics.com,Yes,200,OK,
covid19bandaid.co.kr,Yes,200,OK,
stopcorona.ca,Yes,200,OK,
coronatriage.com,Yes,200,OK,
quarantinelearnathome.mobi,Yes,200,OK,
corona-service.info,Yes,200,OK,
coronavirusmastermind.com,Yes,200,OK,
covidbond.cloud,Yes,200,OK,
quarantinestacks.com,Yes,200,OK,
quarantineaid.com,Yes,200,OK,
thecovid-19.report,Yes,200,OK,
itcovid.com,Yes,200,OK,
covid2019.info,Yes,200,OK,
coronaviruscruise.com,Yes,200,OK,
coronavirusforums.com,Yes,200,OK,
covid-19tester.com,Yes,200,OK,
coronafrust.de,Yes,200,OK,
coronacrate.com,Yes,200,OK,
stickitcorona.com,Yes,200,OK,
coronabegralim.info,Yes,200,OK,
prevention-covid19.com,Yes,200,OK,
no-corona-4u.com,Yes,200,OK,
coronavirusbandaid.net,Yes,200,OK,
covidspiracy.net,Yes,200,OK,
covidlex.com,Yes,200,OK,
covidsource.com,Yes,200,OK,
classofcorona2020.com,Yes,200,OK,
greenquarantine.org,Yes,200,OK,
corona-krisenmanagement.online,Yes,200,OK,
quarantinedmoms.com,Yes,200,OK,
managecovid19anxiety.co.uk,Yes,200,OK,
koronavires.com,Yes,200,OK,
wuhanjiayou.top,Yes,200,OK,
covid-claim.com,Yes,200,OK,
nycoronalaw.com,Yes,200,OK,
kycovid19.com,Yes,200,OK,
corona-symptome.com,Yes,200,OK,
corona-virus.no,Yes,200,OK,
bossiercovidrelief.com,Yes,200,OK,
coronavirus-test.ch,Yes,200,OK,
coronasworld.com,Yes,200,OK,
covid19cure.co,Yes,200,OK,
survivecovid19.info,Yes,200,OK,
coronaviruskansas.com,Yes,200,OK,
coronaviruspgh.com,Yes,200,OK,
coronavirussettlement.net,Yes,200,OK,
tapcorona.com,Yes,200,OK,
covidvirus.online,Yes,200,OK,
coronavirus19.org,Yes,200,OK,
coronaskydd.se,Yes,200,OK,
covidlogokits.com,Yes,200,OK,
coronavirusdebtrelief.com,Yes,200,OK,
cocorono-seminar.com,Yes,200,OK,
coronosolution.com,Yes,200,OK,
coronaviruslabtests.com,Yes,200,OK,
coronacrypto.online,Yes,200,OK,
coronaviruseseffect.com,Yes,200,OK,
thecovid19virus.org,Yes,200,OK,
wuhanvirushealthadvice.com,Yes,200,OK,
coronakrankheit.de,Yes,200,OK,
creativesquarantine.com,Yes,200,OK,
corona-virus.tv,Yes,200,OK,
coronavirusupdatetoday.com,Yes,200,OK,
selfcarecoronavirus.com,Yes,200,OK,
medcovid.com,Yes,200,OK,
coronakidz.com,Yes,200,OK,
fdaapprovedcoronavirustest.com,Yes,200,OK,
facemaskcorona.co.uk,Yes,200,OK,
homeschoolingandcoronavirus.com,Yes,200,OK,
coronavirusnewsflash.com,Yes,200,OK,
quaranteeny.com,Yes,200,OK,
coronavirusdisinfection.co.uk,Yes,200,OK,
wedrivecorona.eu,Yes,200,OK,
nycoronakiller.com,Yes,200,OK,
covidiotas.com,Yes,200,OK,
covidcommunities.com,Yes,200,OK,
coronavirusgifs.com,Yes,200,OK,
coronavirusbrasil.org,Yes,200,OK,
coronavirustravelinsurancehelp.site,Yes,200,OK,
coronadoctor.co,Yes,200,OK,
