Urls,Alive,Result Code,Result Text,Socket Error
covid19resilience.com,Yes,200,OK,
coronababeez.com,Yes,200,OK,
covid19fdacure.com,Yes,200,OK,
covid19helpline.com.au,Yes,200,OK,
afterthecoronation.com,Yes,200,OK,
self-quarantees.com,Yes,200,OK,
covid19bystate.com,Yes,200,OK,
covid19resource.center,Yes,200,OK,
coronalennial.net,Yes,200,OK,
notmycovid19.com,Yes,200,OK,
coronaviruspreventiongear.com,Yes,200,OK,
coronaplus.in,Yes,200,OK,
coronahobbies.com,Yes,200,OK,
coronanewss.com,Yes,200,OK,
coronavz.com,Yes,200,OK,
mycoronahelp.net,Yes,200,OK,
covid19biclaim.com,Yes,200,OK,
covidnola.com,Yes,200,OK,
covid-19-quarantine.com,Yes,200,OK,
it4coronavirus.org,Yes,200,OK,
keepcalmcovid19.com,Yes,200,OK,
covidprox.com,Yes,200,OK,
killcovid19withkindness.info,Yes,200,OK,
covid19tribe.com,Yes,200,OK,
coronatherapies.com,Yes,200,OK,
covid19updates.site,Yes,200,OK,
covidrxpak.com,Yes,200,OK,
corona-virus-update.net,Yes,200,OK,
pcrcovid19.com,Yes,200,OK,
coronasobersupport.com,Yes,200,OK,
covid19central.co.uk,Yes,200,OK,
pacoronavirusbankruptcy.com,Yes,200,OK,
coronavirusgucci.com,Yes,200,OK,
15mincoronatestkits.com,Yes,200,OK,
covid.cymru,Yes,200,OK,
googlecovid10.com,Yes,200,OK,
coronaville.info,Yes,200,OK,
covid19traininggear.com,Yes,200,OK,
all-united-vs-covid19.org,Yes,200,OK,
coronamortgagemodification.com,Yes,200,OK,
coronavirushandsanitizer.net,Yes,200,OK,
coronavirussceptic.com,Yes,200,OK,
berufsorientierungtrotzcorona.com,Yes,200,OK,
tyumen-coronavirus.ru,Yes,200,OK,
corona-wall.net,Yes,200,OK,
covid19ilaclama.com,Yes,200,OK,
corona-apotheke.com,Yes,200,OK,
coronavirusstpetersburg.info,Yes,200,OK,
covid-sale.ru,Yes,200,OK,
thecoronafacemask2020.com,Yes,200,OK,
nocovid19.net,Yes,200,OK,
coronav19.world,Yes,200,OK,
covid19duatlon.cl,Yes,200,OK,
pandemia-coronavirus-convid19.com,Yes,200,OK,
stopcorona24.com,Yes,200,OK,
coronavirus-gift.info,Yes,200,OK,
corona-help.center,Yes,200,OK,
covid19signage.co,Yes,200,OK,
victime-coronavirus.fr,Yes,200,OK,
harpethcommercialcleaningcovid19.com,Yes,200,OK,
covid19agenda.com,Yes,200,OK,
fightcovid19.app,Yes,200,OK,
coronavirus19masks.com,Yes,200,OK,
doecoronavirus.com.br,Yes,200,OK,
covid-19taxnews.com,Yes,200,OK,
covid19preventionofficecleaningnashville.com,Yes,200,OK,
covid19uk.xyz,Yes,200,OK,
covidact.org,Yes,200,OK,
coronaicu.com,Yes,200,OK,
hirecorona.com,Yes,200,OK,
coronacomms.com,Yes,200,OK,
covid195krun.com,Yes,200,OK,
medical-supplies-for-covid-19.com,Yes,200,OK,
punch-out-corona.com,Yes,200,OK,
coronaviruscleaningpomonaca.com,Yes,200,OK,
coronacontract.com,Yes,200,OK,
coronavirs.org,Yes,200,OK,
covid19diary.org,Yes,200,OK,
covid19symptom.ca,Yes,200,OK,
covid-19handsfreeprocess.com,Yes,200,OK,
copingwithcoronavirus.site,Yes,200,OK,
coronangela.com,Yes,200,OK,
covid.dog,Yes,200,OK,
worldpostcorona.com,Yes,200,OK,
covid19vaccineaccelerator.com,Yes,200,OK,
factcovid-19.com,Yes,200,OK,
covid19-tracker.org,Yes,200,OK,
coronavus.com,Yes,200,OK,
coronabailouts.com,Yes,200,OK,
covid19support.network,Yes,200,OK,
swaycovid-19.info,Yes,200,,
coronavirusattorneysflorida.com,Yes,200,OK,
coronavirussmeloans.org,Yes,200,OK,
nccovid19denials.com,Yes,200,OK,
pictureofcorona.com,Yes,200,OK,
afectadosporcovid-19.org,Yes,200,OK,
covid-19cleanupar.com,Yes,200,OK,
wolvescovid19.co.uk,Yes,200,OK,
lawancovid19.com,Yes,200,OK,
onlineteacherduringcovid.com,Yes,200,OK,
teamcovid-19.com,Yes,200,OK,
national-corona-virus-claim.com,Yes,200,OK,
coronaviruspunjab.com,Yes,200,OK,
housingmarketcoronavirus.org,Yes,200,OK,
covid19-the-truth.com,Yes,200,OK,
coronavirusthinktoday.com,Yes,200,OK,
thecovid19-test.com,Yes,200,OK,
covid19-results.com,Yes,200,OK,
donatecovidsupplies.com,Yes,200,OK,
coronacrisiscoverage.com,Yes,200,OK,
covid19goaway.com,Yes,200,OK,
covid19sign.store,Yes,200,OK,
test-covid-19.pl,Yes,200,OK,
rbwmcovid19.co.uk,Yes,200,OK,
coronavirusflorida.org,Yes,200,OK,
colimacovid19.com,Yes,200,OK,
globalcoronasurvey.com,Yes,200,OK,
coronaquarantinejournal.com,Yes,200,OK,
isurvivedcovid-19nyc.com,Yes,200,OK,
mycovid2019.com,Yes,200,OK,
thesarscoronavirus.com,Yes,200,OK,
theworldaftercovid-19.co.uk,Yes,200,OK,
coronanana.com,Yes,200,OK,
shop-covid-19.com.au,Yes,200,OK,
covid-19law.me,Yes,200,OK,
treatingcovid-19.com,Yes,200,OK,
coronachorus.com,Yes,200,OK,
indiacovid19.live,Yes,200,OK,
sonev-covid19.info,Yes,200,OK,
coronascloset.shop,Yes,200,OK,
besafetestcovid19.com,Yes,200,OK,
coronaupdateonline.com,Yes,200,OK,
covid19smell.com,Yes,200,OK,
covid19antibodytestkit.com,Yes,200,OK,
thisismybrainoncovid19.com,Yes,200,OK,
covit19savar.com,Yes,200,OK,
covid-19-class-actions.com,Yes,200,OK,
lvcoronarelief.com,Yes,200,OK,
covidsecure.net,Yes,200,OK,
senandcoronavirus.com,Yes,200,OK,
covid19ohioclaims.com,Yes,200,OK,
countingcovid19.com,Yes,200,OK,
covid-19-quizz.com,Yes,200,OK,
coronaviruspandemicbook.com,Yes,200,OK,
covid19fdaapproved.com,Yes,200,OK,
diagnosecovid-19.com,Yes,200,OK,
coronamyself.com,Yes,200,OK,
bigdatacoronavirus.com,Yes,200,OK,
openthroughoutcovid19.com,Yes,200,OK,
coronavirussmallbusinessadvice.com,Yes,200,OK,
coronavirustrialattorneys.com,Yes,200,OK,
covid19cuisine.com,Yes,200,OK,
writingawrongcovid19.com,Yes,200,OK,
covidkidhelp.com,Yes,200,OK,
realestatemarketcovid-19.org,Yes,200,OK,
covidvirustestkits.site,Yes,200,OK,
corona19stimulusadvocate.com,Yes,200,OK,
covid-19hygienestore.com,Yes,200,OK,
donatetocovid19.com,Yes,200,OK,
sa-covid19-action-plan.live,Yes,200,OK,
covid19resistance.org,Yes,200,OK,
uscovidtracker.com,Yes,200,OK,
coronavirusselftestingkits.com,Yes,200,OK,
coronavirus-grant.com,Yes,200,OK,
managecovid19stress.org,Yes,200,OK,
corona-firmen-hilfe.com,Yes,200,OK,
covid19km.com,Yes,200,OK,
coronavirusnearyou.org,Yes,200,OK,
officialcovid19tracker.com,Yes,200,OK,
covid-19respiratorytriagescore.net,Yes,200,OK,
covid19resources.biz,Yes,200,OK,
covidindia.co.in,Yes,200,OK,
imstrongerthancovid19.com,Yes,200,OK,
business-plan-for-coronavirus-grants.co.uk,Yes,200,OK,
corona-syndrome.info,Yes,200,OK,
algeriacovid19.com,Yes,200,OK,
covid19-testing.ie,Yes,200,OK,
coronavirussmallbusinessattorney.com,Yes,200,OK,
quarantineqamo.com,Yes,200,OK,
coronabank.site,Yes,200,OK,
spokanetransit-coronavirus.com,Yes,200,OK,
covid19n95.com,Yes,200,OK,
kitsapcovid19response.org,Yes,200,OK,
coronaviruscleaningdaytonoh.com,Yes,200,OK,
covid-19symptomchecker.com,Yes,200,OK,
coronachronicles.press,Yes,200,OK,
covid19rights.ca,Yes,200,OK,
coronaworldparty.com,Yes,200,OK,
victoryovercovid19.org,Yes,200,OK,
covid-19businesslosslawsuit.com,Yes,200,OK,
coronamaskbrasil.com,Yes,200,OK,
coronajobsguide.com,Yes,200,OK,
corona-virus-rapid-test.com,Yes,200,OK,
newyorkcovid19attorney.com,Yes,200,OK,
covid19hygienekit.com,Yes,200,OK,
covidilator.com,Yes,200,OK,
coronavirus-covid19stats.com,Yes,200,OK,
coronaviruscleaningdesmoinesia.com,Yes,200,OK,
covidindiainitiative.com,Yes,200,OK,
coronasceptics.com,Yes,200,OK,
coronavirusfundinguk.co.uk,Yes,200,OK,
phencovid19.com,Yes,200,OK,
hackingcovid19.co,Yes,200,OK,
coronalife.xyz,Yes,200,OK,
unitedstatescoronavirusclaims.biz,Yes,200,OK,
elcorona.online,Yes,200,OK,
covid19ocgov.com,Yes,200,OK,
pandemia-coronavirus-covid19.com,Yes,200,OK,
covid-19cert.com,Yes,200,OK,
coronavirusnewsonline.com,Yes,200,OK,
businessloanscoronavirus.com,Yes,200,OK,
coronavirus-whls.com,Yes,200,OK,
fastcovid19test.com,Yes,200,OK,
coronavirussurvivorsclub.com,Yes,200,OK,
covid19-training.org,Yes,200,OK,
coronaficationnation.com,Yes,200,OK,
covid19eforum.com,Yes,200,OK,
covid-19quarantineporn.com,Yes,200,OK,
kits-covid19.com,Yes,200,OK,
nomorequarantinestore.com,Yes,200,OK,
bidenhascovid19.com,Yes,200,OK,
signofcoronavirus.com,Yes,200,OK,
buycoronavirusprotection.com,Yes,200,OK,
phscorona.com,Yes,200,OK,
comunidadspaincovid19.com,Yes,200,OK,
covidband.info,Yes,200,OK,
coronav19cure.xyz,Yes,200,OK,
covid19attorneys.net,Yes,200,OK,
covidtesting19.com,Yes,200,OK,
covid19-traveltest.com,Yes,200,OK,
covidhelp.pl,Yes,200,OK,
coronavirustestingcentre.ca,Yes,200,OK,
coronav19.me,Yes,200,OK,
covid19-20.info,Yes,200,OK,
letsbeatcovid.org,Yes,200,OK,
covid-19compliantcert.info,Yes,200,OK,
medform-covid-19.com,Yes,200,OK,
covid-19respiratorytriagescore.info,Yes,200,OK,
covid19masksupplies.com,Yes,200,OK,
creativityvscovid.com,Yes,200,OK,
hackcovid19hn.com,Yes,200,OK,
covid19stimulus.work,Yes,200,OK,
christycorona.com,Yes,200,OK,
covid19speaks.com,Yes,200,OK,
coronavirus19-monitor.online,Yes,200,OK,
coronaviruscleaningpeoriaaz.com,Yes,200,OK,
covid19disinfectionpro.com,Yes,200,OK,
covid-19cert.org,Yes,200,OK,
coronagadgetstore.com,Yes,200,OK,
e-covid-19-claims.com,Yes,200,OK,
storecovid-19.com,Yes,200,OK,
lockcoronavirus.com,Yes,200,OK,
ahefcoronavirusdestek.com,Yes,200,OK,
hackcovid.tech,Yes,200,OK,
worldcoronadiaries.net,Yes,200,OK,
getcovid-19compliantonline.com,Yes,200,OK,
covid19chicago.lawyer,Yes,200,OK,
coronavirus.calabria.it,Yes,200,OK,
notmycovid-19.org,Yes,200,OK,
corona-v1.com,Yes,200,OK,
coronavirussmeloans.com,Yes,200,OK,
soscovids19.com,Yes,200,OK,
coronavirus-jouwverhaal.nl,Yes,200,OK,
covid19-infos.org,Yes,200,OK,
coronav19movie.com,Yes,200,OK,
coronavirusimmunesystemsupport.com,Yes,200,OK,
novelcoronaviruslegal.com,Yes,200,OK,
cleaningforcoronavirus.com,Yes,200,OK,
getcovid19results.com,Yes,200,OK,
simptomi-koronavirusa.ru,Yes,200,OK,
immunifycorona.com,Yes,200,OK,
materialcoronavirus.com,Yes,200,OK,
coronaviruscalendar.com,Yes,200,OK,
covid.credit,Yes,200,OK,
e-covid-19-claims.ca,Yes,200,OK,
covid-19hardship.com,Yes,200,OK,
cekcovid19.com,Yes,200,OK,
coronacleanse.net,Yes,200,OK,
coronovirusmap.com,Yes,200,OK,
covid-19deathtoll.info,Yes,200,OK,
coronaviruschronicals.org,Yes,200,OK,
marylandcovid-19.com,Yes,200,OK,
koronawirus.czest.pl,Yes,200,OK,
coronamedica.com,Yes,200,OK,
covid19virussupply.com,Yes,200,OK,
covid19statusnow.com,Yes,200,OK,
coronavirusltd.co.uk,Yes,200,OK,
dethronecorona.com,Yes,200,OK,
seguroparacoronavirus.com,Yes,200,OK,
covid-19syndrome.com,Yes,200,OK,
coronavirustestsites.org,Yes,200,OK,
covid19mapusa.com,Yes,200,OK,
realhousewivesofcorona.com,Yes,200,OK,
covid19-treatment.us,Yes,200,OK,
coronavirusmaskffp3.com,Yes,200,OK,
thecovid19game.com,Yes,200,OK,
iscoronavirusahoax.com,Yes,200,OK,
coronavirustestkit.org.uk,Yes,200,OK,
nationalcoronavirusclaim.me,Yes,200,OK,
covid19support.app,Yes,200,OK,
covid19signs.com.au,Yes,200,OK,
coronavirus-infektion.ch,Yes,200,OK,
tanggapcovid19.site,Yes,200,OK,
covidhumans.com,Yes,200,OK,
coronavirus-angst.de,Yes,200,OK,
the2020quarantine.com,Yes,200,OK,
coronavirusdebtdefense.com,Yes,200,OK,
covid19inbc.ca,Yes,200,OK,
covid19relief.fund,Yes,200,OK,
killallababyboomerscovid19.com,Yes,200,OK,
coronasex24.online,Yes,200,OK,
shutdowncoronavirus.net,Yes,200,OK,
covid19suppliers.com,Yes,200,OK,
covid19saosebastiao.com.br,Yes,200,OK,
coronaviruscuremedicine.com,Yes,200,OK,
rapidtestcovid19.net,Yes,200,OK,
coronaviruslegalreport.com,Yes,200,OK,
coronavirus-lablachere.fr,Yes,200,OK,
heroescovid19.com.co,Yes,200,OK,
bharatcovid19.com,Yes,200,OK,
covidapps-19online.download,Yes,200,OK,
fuckcoronavirusmall.com,Yes,200,OK,
covidvibes.com,Yes,200,OK,
covidfree.nl,Yes,200,OK,
loveandcorona.com,Yes,200,OK,
coronavirus-newsupdate.com,Yes,200,OK,
coronaviruslawsuitusa.com,Yes,200,OK,
global-covid19.org,Yes,200,OK,
coronavirushardshipdiscount.com,Yes,200,OK,
coronav19killed.com,Yes,200,OK,
covid19grantsuk.co.uk,Yes,200,OK,
worldcoronaupdate.info,Yes,200,OK,
covid19smellloss.com,Yes,200,OK,
covid19memorial.life,Yes,200,OK,
coronavirusjoy.com,Yes,200,OK,
coronadedication.com,Yes,200,OK,
yourcovid19central.com,Yes,200,OK,
covid19biotech.com,Yes,200,OK,
coronavirusmaskkn95.com,Yes,200,OK,
doctorcovid-19.com,Yes,200,OK,
youandcoronavirus.com,Yes,200,OK,
mycoronaquarantinejournal.com,Yes,200,OK,
coronavirusmemphis.org,Yes,200,OK,
coronavirushelpdesk.net,Yes,200,OK,
opencovid-19.com,Yes,200,OK,
service-coronavirus.org,Yes,200,OK,
bestcoronavirusquotes.com,Yes,200,OK,
coronavirus2020.com.au,Yes,200,OK,
covid19bangladesh.com,Yes,200,OK,
coronavirusthisshitisreal.com,Yes,200,OK,
covid19compliantja.net,Yes,200,OK,
coronalockdown.co.uk,Yes,200,OK,
infolillycovid19testing.com,Yes,200,OK,
postcovid-19.org,Yes,200,OK,
covid19studiesgroup.com,Yes,200,OK,
not-covid19.com,Yes,200,OK,
quarantined.network,Yes,200,OK,
coronavirusdiary.de,Yes,200,OK,
facemask4covid19.com,Yes,200,OK,
service-gegen-corona-immun.com,Yes,200,OK,
covid19legalconsulting.ru,Yes,200,OK,
covid19testkits.biz,Yes,200,OK,
covid2019-2020.com,Yes,200,OK,
commercialcovid19.com,Yes,200,OK,
covid19legalaction.com,Yes,200,OK,
coronavaclaims.com,Yes,200,OK,
covid-19hygienecertification.com,Yes,200,OK,
covid19actnow.com,Yes,200,OK,
coronamusicians.live,Yes,200,OK,
corona-virusmasks.org,Yes,200,OK,
permisocovid19.org,Yes,200,OK,
thrivingcoronavirus.com,Yes,200,OK,
covid19outlet.com,Yes,200,OK,
covid19businesslegaladvice.com,Yes,200,OK,
covid-19claimlawyer.com,Yes,200,OK,
mycoronacartoon.com,Yes,200,OK,
coronavirusclaimcenter.com,Yes,200,OK,
covid19.singles,Yes,200,OK,
anticorona.space,Yes,200,OK,
coronavirusvaccines.us,Yes,200,OK,
xn--prvention-corona-wnb.de,Yes,200,OK,
covid19payment.com,Yes,200,OK,
covid19medrx.com,Yes,200,OK,
denunciascovid19.com,Yes,200,OK,
covid19beaches.com,Yes,200,OK,
coronavirusaftermathclean.com,Yes,200,OK,
covid19diyppe.org,Yes,200,OK,
preventcoronavirusdisease.com,Yes,200,OK,
coronaviruscureforofficebuildings.com,Yes,200,OK,
coronavirusptsd.co.uk,Yes,200,OK,
americavscovid-19.com,Yes,200,OK,
coronaviruscuritiba.com.br,Yes,200,OK,
demandacoronavirus.com,Yes,200,OK,
covidrt.com,Yes,200,OK,
coronarix.com,Yes,200,OK,
coronalegalservices.com,Yes,200,OK,
covid19detectionkit.net,Yes,200,OK,
corona-hackathon.com,Yes,200,OK,
uscovidinfo.com,Yes,200,OK,
corona-schaedlingsbekaempfung.com,Yes,200,OK,
covid19play.com,Yes,200,OK,
fuckwuhan.com,Yes,200,OK,
standagainstcovid19.com,Yes,200,OK,
covid-19realestatemarket.org,Yes,200,OK,
coronaviruslaborlawyer.com,Yes,200,OK,
covid19-economy.com,Yes,200,OK,
chinesecoronaviruswar.com,Yes,200,OK,
covid19chicagotherapist.com,Yes,200,OK,
ourworldaftercovid19.com,Yes,200,OK,
ibeatcoronavirus.net,Yes,200,OK,
coronavirusinfectie.com,Yes,200,OK,
covidnewsource.com,Yes,200,OK,
covid19lawyerdirectory.com,Yes,200,OK,
corona-dedication.com,Yes,200,OK,
hashtagcovid-19.com,Yes,200,OK,
covid19planb.com,Yes,200,OK,
covid-aid.com,Yes,200,OK,
testen-corona.info,Yes,200,OK,
testecoronarapido.com,Yes,200,OK,
covid-19-normalcy.com,Yes,200,OK,
covidresume.com,Yes,200,OK,
coronavirusmm.net,Yes,200,OK,
2-tegen-corona.space,Yes,200,OK,
chancecorona.com,Yes,200,OK,
covid19refinance.info,Yes,200,OK,
covid19-askhr.com,Yes,200,OK,
coronarelated.com,Yes,200,OK,
covid-19telehealth.org,Yes,200,OK,
covid19gifts.com,Yes,200,OK,
covid20italy.com,Yes,200,OK,
covid19cbts.com,Yes,200,OK,
coronaezika.com,Yes,200,OK,
coronavirusimmunebooster.com,Yes,200,OK,
wefightcoronavirus-uae.com,Yes,200,OK,
cardio19vscovid19.com,Yes,200,OK,
unitedstatescoronavirusclaim.info,Yes,200,OK,
covid19businessadvice.com,Yes,200,OK,
thecoronavirusreports.com,Yes,200,OK,
coronavirusrelationships.com,Yes,200,OK,
colombiacovid-19.co,Yes,200,OK,
covidandcorona.com,Yes,200,OK,
covid19centralwales.com,Yes,200,OK,
covid19battleship.com.au,Yes,200,OK,
coronavirusimmunitygame.com,Yes,200,OK,
mpbrasileiro-coronavirus.com.br,Yes,200,OK,
covid-19mesa.com,Yes,200,OK,
coronavirusdezenfekte.net,Yes,200,OK,
covid19-help.de,Yes,200,OK,
coronadiarys.com,Yes,200,OK,
covid19supporthawaii.com,Yes,200,OK,
covid19foodsupply.com,Yes,200,OK,
covid19claims.us,Yes,200,OK,
coronacolorkits.com,Yes,200,OK,
relief4corona.org,Yes,200,OK,
covid-19cleaning.vegas,Yes,200,OK,
isurvivedcovid19.email,Yes,200,OK,
soforthilfe-coronavirus.online,Yes,200,OK,
covid-19realestate.ca,Yes,200,OK,
covid19webcam.com,Yes,200,OK,
covid19medicalstore.com,Yes,200,OK,
afectadosporcovid-19.eu,Yes,200,OK,
livingthroughcoronavirus.com,Yes,200,OK,
coronavirustest.global,Yes,200,OK,
schadensersatz-corona.com,Yes,200,OK,
covidnumbers.info,Yes,200,OK,
covidfreeinsurance.info,Yes,200,OK,
covid19workplacelaw.com,Yes,200,OK,
covid19community.co.uk,Yes,200,OK,
covid-19-ppe-training.com,Yes,200,OK,
realestatemarketcovid-19.com,Yes,200,OK,
covid19protectivemask.com,Yes,200,OK,
actus-coronavirus.fr,Yes,200,OK,
abcsofcoronavirus.com,Yes,200,OK,
drugs4coronavirus.co.uk,Yes,200,OK,
newyorkcovid19lawfirm.com,Yes,200,OK,
coronavirus-toolkit.com,Yes,200,OK,
kak-izbezhat-zarazhenie-koronavirusom.online,Yes,200,OK,
corona4business.online,Yes,200,OK,
covid19cycling.com,Yes,200,OK,
coronavirusgroupusa.com,Yes,200,OK,
coronavirusclaim.io,Yes,200,OK,
covid-19credentialing.com,Yes,200,OK,
anticovid19coin.net,Yes,200,OK,
covid19retail.com,Yes,200,OK,
mify-pro-koronavirus.online,Yes,200,OK,
covid-19.webcam,Yes,200,OK,
isurvivedcovid19nyc.com,Yes,200,OK,
coronavirousantibodiestest.com,Yes,200,OK,
coronagene.com,Yes,200,OK,
covid19classactionlawyers.com,Yes,200,OK,
ncovid19cure.com,Yes,200,OK,
qubcovid19.org,Yes,200,OK,
autocertificazionecovid19.shop,Yes,200,OK,
masks4covid19.com,Yes,200,OK,
coronabioscience.com,Yes,200,OK,
rapid-test-corona-virus.com,Yes,200,OK,
cagecovid.club,Yes,200,OK,
chineseviruscorona.com,Yes,200,OK,
covid19-facemask.com,Yes,200,OK,
chinesevirustreatment.com,Yes,200,OK,
coronaviruspandemicptsd.com,Yes,200,OK,
coronaegypts.com,Yes,200,OK,
helpfightcovid19.co.uk,Yes,200,OK,
coronabusiness.wtf,Yes,200,OK,
doyouhavecovid-19.com,Yes,200,OK,
kicksomecovid.com,Yes,200,OK,
coronababyco.com,Yes,200,OK,
covidclusters.com,Yes,200,OK,
covid19joy.com,Yes,200,OK,
covid19houseparty.com,Yes,200,OK,
stop-covid-2019.ru,Yes,200,OK,
alabamacovid19lawyer.com,Yes,200,OK,
coronaviruspsychologist.com,Yes,200,OK,
coronawill.com,Yes,200,OK,
covid-19-stories.com,Yes,200,OK,
covid19rd.org,Yes,200,OK,
assimsaudecoronavirus.com.br,Yes,200,OK,
bidenhascovid19.org,Yes,200,OK,
covid19handsfreeprocess.com,Yes,200,OK,
covidfrontline.com,Yes,200,OK,
denunciascovid19.org,Yes,200,OK,
ilovecovid19.com,Yes,200,OK,
aftercovid19.be,Yes,200,OK,
leonmedicalcenters-coronavirus.com,Yes,200,OK,
googlecorona.org,Yes,200,OK,
coronacolorkit.com,Yes,200,OK,
ca-covid19.top,Yes,200,OK,
coronadoc.eu,Yes,200,OK,
coronavirusapprovedvaccine.com,Yes,200,OK,
covid-19planb.com,Yes,200,OK,
coronaviruswills.com,Yes,200,OK,
coronahelpglobal.com,Yes,200,OK,
zombiesbythecovid19.com,Yes,200,OK,
pulsecovid19insurance.com,Yes,200,OK,
mycovid19risk.com,Yes,200,OK,
coronavirusandhomevalues.com,Yes,200,OK,
covid-19-videos.online,Yes,200,OK,
coronavirusinfonetwork.com,Yes,200,OK,
covid19bankruptcyresources.com,Yes,200,OK,
covid19victimcompensationfund.com,Yes,200,OK,
wewillsurvivecorona.com,Yes,200,OK,
coronaviruscleanupmiami.com,Yes,200,OK,
covid19publicadjuster.com,Yes,200,OK,
coronacommunitypantry.org,Yes,200,OK,
covidpakistan.com,Yes,200,OK,
covid19data.ph,Yes,200,OK,
covid-19sba.com,Yes,200,OK,
mondkapjes-kopen-corona.com,Yes,200,OK,
ourworldaftercovid-19.com,Yes,200,OK,
covid19.equipment,Yes,200,OK,
covid.equipment,Yes,200,OK,
coronapayout.com,Yes,200,OK,
coronavirusgermany.de,Yes,200,OK,
covid-19monitoring.com,Yes,200,OK,
coronaviruscovid19prevention.com,Yes,200,OK,
covid19mortgagerelieffund.com,Yes,200,OK,
denunciacoronavirus.com,Yes,200,OK,
emccovid19.com,Yes,200,OK,
covid-19cleanup.net,Yes,200,OK,
covid19babyboomer.com,Yes,200,OK,
coronaasthma.com,Yes,200,OK,
wfecovid19.com,Yes,200,OK,
coronaavcilari.com,Yes,200,OK,
coronavirus-home-kits.com,Yes,200,OK,
coronavirusfundraising.com,Yes,200,OK,
quarantinecraft.xyz,Yes,200,OK,
coronavirusclaim.biz,Yes,200,OK,
fromchaostocontrolduringcorona.com,Yes,200,OK,
coronavirusmistake.com,Yes,200,OK,
quarantine.red,Yes,200,OK,
safeplacestovisitduringcovid19.com,Yes,200,OK,
allcoronasupplies.com,Yes,200,OK,
dceocovid19resources.com,Yes,200,OK,
covid19solutions.store,Yes,200,OK,
coronabijstand.nl,Yes,200,OK,
covid-19plan.org,Yes,200,OK,
coronavirusexpress.com,Yes,200,OK,
combattrelecoronavirus.info,Yes,200,OK,
corona-unternehmens-hilfe.com,Yes,200,OK,
coronavirusfood.net,Yes,200,OK,
coronavirus19mask.com,Yes,200,OK,
coronamedsonline.com,Yes,200,OK,
covid19medicalsupplychain.com,Yes,200,OK,
coronadetec.com,Yes,200,OK,
isjustcoronavirus.com,Yes,200,OK,
covid19transitions.com,Yes,200,OK,
info-corona.id,Yes,200,OK,
greaterthancorona.com,Yes,200,OK,
covid19cleaningsanitizingsevicesnashville.com,Yes,200,OK,
covid19petpro.com,Yes,200,OK,
coronavirustester.ca,Yes,200,OK,
covid19-espoir.com,Yes,200,OK,
covidoperations.site,Yes,200,OK,
covid19vendors.com,Yes,200,OK,
coronavirusreliefdirectory.com,Yes,200,OK,
djniceclubquarantine.com,Yes,200,OK,
covid19begone.org,Yes,200,OK,
covid19la.org,Yes,200,OK,
geocoronavirus.com,Yes,200,OK,
covid-19strategy.com,Yes,200,OK,
coronavirusattorneysnewyork.com,Yes,200,OK,
covid19tariffs.com,Yes,200,OK,
coronacruiselaw.com,Yes,200,OK,
coronarebound.com,Yes,200,OK,
coronavirus-informations.com,Yes,200,OK,
housingmarketcovid19.com,Yes,200,OK,
coviddata.xyz,Yes,200,OK,
trackcovid19.co,Yes,200,OK,
clickagainstcorona.com,Yes,200,OK,
coronavirusenews.com,Yes,200,OK,
covid19disinfectcolorado.com,Yes,200,OK,
solidaridadcoronavirus.es,Yes,200,OK,
coronavirusharm.com,Yes,200,OK,
covid19immuun.com,Yes,200,OK,
covidpandemic311.org,Yes,200,OK,
corona-virus-test.shop,Yes,200,OK,
coronavirusbd.info,Yes,200,OK,
testscovid-19.com,Yes,200,OK,
coronacruisesvi.com,Yes,200,OK,
covid19offroad.com,Yes,200,OK,
covid19-refi.info,Yes,200,OK,
covid19homerelief.com,Yes,200,OK,
covid19disability.com,Yes,200,OK,
coronavirusbud.net,Yes,200,OK,
covid19graphs.org,Yes,200,OK,
covid19tracker.ph,Yes,200,OK,
mask-ffp2-covid19.com,Yes,200,OK,
goodbyecovid19.com,Yes,200,OK,
postcovid.life,Yes,200,OK,
covid19herbal.com,Yes,200,OK,
cubacovid19.com,Yes,200,OK,
pallicovid.com,Yes,200,OK,
coronavirusbusinessresourcefinder.com,Yes,200,OK,
covid19curebook.com,Yes,200,OK,
covid19-virusupdates.com,Yes,200,OK,
corona-virus-update.info,Yes,200,OK,
covid19spotter.com,Yes,200,OK,
coronaviruslives.com,Yes,200,OK,
sars-cov-2-covid-19.tech,Yes,200,OK,
coronavirusd19.com,Yes,200,OK,
thecovid19.co,Yes,200,OK,
covid19grantsuk.com,Yes,200,OK,
whycoronavirussucks.com,Yes,200,OK,
musicxcovid19.com,Yes,200,OK,
coronasex.amsterdam,Yes,200,OK,
aides-entreprises-covid19.com,Yes,200,OK,
covid19-refinance.com,Yes,200,OK,
flappy-corona.com,Yes,200,OK,
dfwcovid19products.com,Yes,200,OK,
money4coronavid19.com,Yes,200,OK,
covid-19loans.org,Yes,200,OK,
globalcoronanews.com,Yes,200,OK,
spokanecovid19.com,Yes,200,OK,
coronaconsecuences.com,Yes,200,OK,
covid-bailout.com,Yes,200,OK,
coronareliefdonation.com,Yes,200,OK,
covid19opensource.com,Yes,200,OK,
covidblackbox.com,Yes,200,OK,
testcoronavirus.casa,Yes,200,OK,
realtorcovid19.com,Yes,200,OK,
christianresponsetocovid-19.com,Yes,200,OK,
labancovid19.com,Yes,200,OK,
coronav19.info,Yes,200,OK,
